date,regime,comparator,n_seeds_per_mode,full_cost_USD,comparator_cost_USD,both_numerical_pass,total_cost_USD_delta_full_minus_comparator,energy_adjusted_cost_USD_delta_full_minus_comparator,operating_cost_USD_delta_full_minus_comparator,DR_cost_USD_delta_full_minus_comparator,wear_cost_USD_delta_full_minus_comparator,battery_wear_delta_full_minus_comparator,converter_wear_delta_full_minus_comparator,Tj_peak_C_delta_full_minus_comparator,Tj_RMSE_C_delta_full_minus_comparator,FEC_delta_full_minus_comparator,thermal_exceedance_hours_delta_full_minus_comparator,DR_shortfall_kWh_delta_full_minus_comparator,terminal_SOC_delta_full_minus_comparator,terminal_correction_USD_delta_full_minus_comparator,solver_p95_seconds_delta_full_minus_comparator,max_rainflow_gap_USD_delta_full_minus_comparator,sensing_saving_USD_per_day
2017-11-01,ordinary,scalar,2,178.39676084161965,178.3728784366879,True,0.02388240493175431,0.02388240493175431,0.023941014424650575,0.0,-5.860949289804296e-05,-3.9444262363731025e-11,-1.887909326013622e-09,0.06280767231162798,0.006862847316099097,-2.6438482136903474e-07,0.0,0.0,0.0,0.0,0.0017452374959248118,-1.5573042803862513e-05,-0.02388240493175431
2017-12-01,ordinary,scalar,2,265.75728435290023,265.7614595006367,True,-0.004175147736475537,-0.004175147736475537,-0.004810920716579403,0.0,0.0006357729800905432,1.271642401245326e-08,-1.6073510178775288e-12,9.926985843122793e-05,0.11393776982158255,9.126942262049909e-05,0.0,0.0,0.0,0.0,0.0006713500006299,0.0,0.004175147736475537
2017-01-01,ordinary,waveform,2,254.01732124888625,254.01732124888625,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3213584587946605,0.0,0.0,0.0,0.0,0.0,0.000601187493884936,0.0,0.0
2017-02-01,ordinary,waveform,2,246.3489078952506,246.3489078952506,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32299173858308633,0.0,0.0,0.0,0.0,0.0,0.0032672750021447428,0.0,0.0
2017-03-01,ordinary,waveform,2,161.1032998605255,161.1032998605255,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32429529211130764,0.0,0.0,0.0,0.0,0.0,0.016407362498284783,0.0,0.0
2017-04-01,ordinary,waveform,2,18.672873649368142,18.672871824824423,True,1.8245437196640069e-06,1.8245437196640069e-06,1.823806783818327e-06,0.0,7.3693318114465e-10,0.0,2.4564419644429805e-14,0.0,0.3268247444433211,0.0,0.0,0.0,0.0,0.0,-0.001671837493631756,0.0,-1.8245437196640069e-06
2017-05-01,ordinary,waveform,2,66.9719681458686,66.97142107244377,True,0.0005470734248262943,0.0005470734248262943,2.0675526712921055e-05,0.0,0.0005263978981213668,0.0,1.7546596604054223e-08,0.09673267149194942,0.3254035187336788,0.0,0.0,0.0,0.0,0.0,-0.0008832874918880407,-1.1102230246251565e-16,-0.0005470734248262943
2017-06-01,ordinary,waveform,2,-7.629125675740595,-7.629125675740595,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3278590128838316,0.0,0.0,0.0,0.0,0.0,-0.001094500006729504,0.0,0.0
2017-07-01,ordinary,waveform,2,0.7103937651984796,0.7103937651984796,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3264181044522515,0.0,0.0,0.0,0.0,0.0,-0.0008468374944641255,0.0,0.0
2017-08-01,ordinary,waveform,2,21.114966960339615,21.114436891901065,True,0.0005300684385503018,0.0005300684385503018,0.000546243621585063,0.0,-1.6175183033872997e-05,0.0,-5.391727677936678e-10,0.0,0.3237714403066213,0.0,0.0,0.0,0.0,0.0,-0.0063004499970702454,0.0,-0.0005300684385503018
2017-09-01,ordinary,waveform,2,28.757592492792536,28.75758094495487,True,1.15478376656597e-05,1.15478376656597e-05,7.741359066670839e-06,0.0,3.806478597656593e-06,0.0,1.2688261991525738e-10,0.0,0.32626332636442523,0.0,0.0,0.0,0.0,0.0,0.009733462506119395,0.0,-1.15478376656597e-05
2017-10-01,ordinary,waveform,2,31.460095089320802,31.4611676375109,True,-0.001072548190098388,-0.001072548190098388,-0.0010828529761148786,0.0,1.0304786012937939e-05,1.207924671338444e-10,1.4217208853727433e-10,0.0027674232271053256,0.32409849626996,2.1995197330149097e-08,0.0,0.0,0.0,0.0,-0.0003691374949994497,3.2698365582950473e-06,0.001072548190098388
2017-11-01,ordinary,waveform,2,178.39676084161965,178.39676084161965,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3250196003158226,0.0,0.0,0.0,0.0,0.0,0.0011325124905852135,0.0,0.0
2017-12-01,ordinary,waveform,2,265.75728435290023,265.75728435290023,True,0.0,0.0,0.0,0.0,0.0,0.0,-3.970466940254533e-23,-7.105427357601002e-15,0.3249097752070877,0.0,0.0,0.0,0.0,0.0,0.0049075625065597706,0.0,0.0
2017-01-01,ordinary,full_mean,2,254.01732124888625,254.01732124888625,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44630148084693555,0.0,0.0,0.0,0.0,0.0,-0.0018279250034538563,0.0,0.0
2017-02-01,ordinary,full_mean,2,246.3489078952506,246.3489078952506,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45121867007218974,0.0,0.0,0.0,0.0,0.0,0.003158449999318691,0.0,0.0
2017-03-01,ordinary,full_mean,2,161.1032998605255,161.1032998605255,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4511906729355701,0.0,0.0,0.0,0.0,0.0,0.020652937495469814,0.0,0.0
