regime,mode,n_dates,n_seed_episodes,numerical_pass_episodes,terminal_service_episodes,all_runs_retained,total_cost_USD_mean,total_cost_USD_median,total_cost_USD_min,total_cost_USD_max,energy_adjusted_cost_USD_mean,energy_adjusted_cost_USD_median,energy_adjusted_cost_USD_min,energy_adjusted_cost_USD_max,operating_cost_USD_mean,operating_cost_USD_median,operating_cost_USD_min,operating_cost_USD_max,DR_cost_USD_mean,DR_cost_USD_median,DR_cost_USD_min,DR_cost_USD_max,wear_cost_USD_mean,wear_cost_USD_median,wear_cost_USD_min,wear_cost_USD_max,battery_wear_mean,battery_wear_median,battery_wear_min,battery_wear_max,converter_wear_mean,converter_wear_median,converter_wear_min,converter_wear_max,Tj_peak_C_mean,Tj_peak_C_median,Tj_peak_C_min,Tj_peak_C_max,Tj_RMSE_C_mean,Tj_RMSE_C_median,Tj_RMSE_C_min,Tj_RMSE_C_max,FEC_mean,FEC_median,FEC_min,FEC_max,thermal_exceedance_hours_mean,thermal_exceedance_hours_median,thermal_exceedance_hours_min,thermal_exceedance_hours_max,DR_shortfall_kWh_mean,DR_shortfall_kWh_median,DR_shortfall_kWh_min,DR_shortfall_kWh_max,terminal_SOC_mean,terminal_SOC_median,terminal_SOC_min,terminal_SOC_max,terminal_correction_USD_mean,terminal_correction_USD_median,terminal_correction_USD_min,terminal_correction_USD_max,solver_p95_seconds_mean,solver_p95_seconds_median,solver_p95_seconds_min,solver_p95_seconds_max,max_rainflow_gap_USD_mean,max_rainflow_gap_USD_median,max_rainflow_gap_USD_min,max_rainflow_gap_USD_max
heatwave_dr,economic,12,24,24,24,True,106.1731948230982,50.471119227491826,-7.085437831750807,266.1335873270626,106.1731948230982,50.471119227491826,-7.085437831750807,266.1335873270626,101.67084819565072,46.77040704812585,-7.924628774427019,259.7703417385528,0.0,0.0,0.0,0.0,4.502346627447493,3.700712179365983,0.8391909426762124,9.006007205496042,8.957853610926222e-05,7.291930837316539e-05,1.6764239771900472e-05,0.00017971774195805858,7.806607328127495e-07,1.922774832379033e-07,3.263180270629099e-08,3.2401607988049153e-06,70.46037884555913,69.2077025520413,55.86345956996829,90.7049439269532,0.45475707835925366,0.46441110960435694,0.20265708169415525,0.6375546296141339,0.9104455739280267,0.8193527714441977,0.3035280515411469,1.4849292389125124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.009657350001665085,0.009866043747024378,0.006841824993898626,0.010325162515073316,0.0,0.0,0.0,0.0
heatwave_dr,full,12,24,24,24,True,105.40537206653325,49.21660246686894,-7.570797829260128,265.76384808834564,105.40537206653325,49.21660246686894,-7.570797829260128,265.76384808834564,101.29549475313746,45.88632165223912,-8.44057591847758,259.66926300516764,0.00014455753310116393,0.0,0.0,0.0017346903972139671,4.1097327558626775,3.330280814629815,0.8697780892174519,7.363697613211226,8.192637319605361e-05,6.598212173892415e-05,1.7383055310397046e-05,0.0001468749085228551,4.4713653533320163e-07,2.5271492701760296e-07,2.0844123253321066e-08,1.5874570952909075e-06,70.02850455968452,70.59615639963387,54.21788069935845,87.25039695963724,0.5178940317546098,0.5180711265776794,0.515798039798682,0.5200805749919192,0.8655242234176262,0.7765758621999252,0.30372958277223555,1.319503193262221,0.0,0.0,0.0,0.0,7.227876655058196e-05,0.0,0.0,0.0008673451986069836,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.06251224479486457,0.06451181876036571,0.021839812496182276,0.09491742500904365,5.8482648755914475e-05,7.076656380011759e-05,8.881784197001252e-16,9.657787488626113e-05
heatwave_dr,full_mean,12,24,24,24,True,105.40581526236774,49.216619591017434,-7.571033838044179,265.76384808834564,105.40581526236774,49.216619591017434,-7.571033838044179,265.76384808834564,101.2960636460906,45.88633369074158,-8.440831485271241,259.66926300516764,0.00014455753310116393,0.0,0.0,0.0017346903972139671,4.109607058744041,3.330285900275858,0.8697976472270624,7.363697613211226,8.192386433429822e-05,6.598212120852411e-05,1.738344645354611e-05,0.0001468749085228551,4.4712806763764644e-07,2.5306686250962206e-07,2.0844151658567094e-08,1.5877995283662302e-06,70.02776581804541,70.59615041740255,54.21788069935845,87.25225687377309,0.061415837652945705,0.062005360874647794,0.05422516601059847,0.07085254207458581,0.8655236659029142,0.7765758621999252,0.303718533041776,1.319503193262221,0.0,0.0,0.0,0.0,7.227876655058196e-05,0.0,0.0,0.0008673451986069836,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.06421138541797215,0.05850103125703754,0.02148145000319346,0.11382292499547475,5.846881194164488e-05,7.076656380011759e-05,8.881784197001252e-16,9.714628509639722e-05
heatwave_dr,infrared,12,24,24,24,True,105.39453209116202,49.20833524599495,-7.575925504210039,265.7662127357478,105.39453209116202,49.20833524599495,-7.575925504210039,265.7662127357478,101.28514163224462,45.88113248771322,-8.445104208779354,259.67236800151545,0.0005044590387622468,0.0,0.0,0.006053508465146962,4.108885999878612,3.327202758281736,0.8691787045693146,7.363271450747434,8.191071981396986e-05,6.592579245439436e-05,1.737106723114618e-05,0.0001468718990037009,4.4500030600394656e-07,2.5135365318823004e-07,2.0844767066850746e-08,1.5692054247232153e-06,69.96234035836945,70.59507466773132,53.740389204550986,87.14945463027505,0.547639768256525,0.5516350549642163,0.516184716766853,0.5857509107336785,0.8652804750547057,0.7760338202334742,0.30352998509930434,1.3194863939078298,0.0,0.0,0.0,0.0,0.0002522295193811234,0.0,0.0,0.003026754232573481,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.062365104166929086,0.06119665000369423,0.022037499995349208,0.11315104998720926,5.6265578790308295e-05,6.598076976371131e-05,8.881784197001252e-16,9.914391877030582e-05
heatwave_dr,oracle,12,24,24,24,True,105.40631344333734,49.216579646969336,-7.570774194221916,265.76460046030644,105.40631344333734,49.216579646969336,-7.570774194221916,265.76460046030644,101.29655075209371,45.88621000468666,-8.440572496999277,259.6699235994155,0.00010822472791982563,0.0,0.0,0.0012986967350379075,4.109654466515704,3.3303696422826796,0.869798302777361,7.363690065909309,8.192483755757791e-05,6.59847999525708e-05,1.7383459022654613e-05,0.00014687495523260164,4.4708628789363405e-07,2.529436830415211e-07,2.0845054821012442e-08,1.5845652327040827e-06,70.06548563286678,70.59662151187433,54.695948338991954,87.23494310040965,0.0,0.0,0.0,0.0,0.8655305882535358,0.7765850911211676,0.3037297377751647,1.319503453996787,0.0,0.0,0.0,0.0,5.411236395991281e-05,0.0,0.0,0.0006493483675189538,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0656855437506844,0.06457504375248391,0.021379649992013583,0.12210062500162167,5.728442834100622e-05,7.076438011732744e-05,8.881784197001252e-16,9.658316770833064e-05
heatwave_dr,rainflow,12,24,24,24,True,105.35027868666236,49.43400930794289,-7.635196976317231,266.13493327124326,105.35027868666236,49.43400930794289,-7.635196976317231,266.13493327124326,101.16103834045877,46.0581451339752,-8.516967132283384,259.77167639014533,0.0,0.0,0.0,0.0,4.189240346203609,3.3758641739676856,0.8817701559661526,7.365531214878696,8.351848590650012e-05,6.666809738426354e-05,1.7622852652139403e-05,0.00014687136815014036,4.438683626201245e-07,1.80096414523557e-07,2.0917445306082437e-08,2.297937068154912e-06,68.8984164364653,69.2482779227263,55.861228400113276,90.23148273878513,0.42891722351173267,0.4629835198571805,0.1956772041654638,0.6198287733078187,0.8838677688138873,0.7812402036398984,0.3035731419223869,1.319483430605199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.05461861562343984,0.06541883124918968,0.01571607499863603,0.09034886249355623,7.082936167869074e-05,7.7808961706477e-05,2.5679677406742485e-07,9.88436358884126e-05
heatwave_dr,scalar,12,24,24,24,True,105.39463803213748,49.20830534963892,-7.575925504210039,265.7662127357478,105.39463803213748,49.20830534963892,-7.575925504210039,265.7662127357478,101.28526148588425,45.88125372709421,-8.445104208779354,259.67236800151545,0.0005044590387622468,0.0,0.0,0.006053508465146962,4.1088720872144675,3.3270516225447078,0.8691787045693146,7.363271450747434,8.191070775438154e-05,6.592573365797042e-05,1.737106723114618e-05,0.0001468718990037009,4.445566498463408e-07,2.51004848442828e-07,2.0844767066850746e-08,1.5594961918035667e-06,69.95811375260371,70.59369716701076,53.740389204550986,87.09654315533194,0.40553907521491467,0.4144940099446976,0.20014061670792227,0.5950320227046038,0.8652804750547057,0.7760338202334742,0.30352998509930434,1.3194863939078298,0.0,0.0,0.0,0.0,0.0002522295193811234,0.0,0.0,0.003026754232573481,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.062420082291585764,0.05580853124229179,0.021617875005176757,0.1151992249833711,5.626516062297073e-05,6.59805281824355e-05,8.881784197001252e-16,9.91393839248067e-05
heatwave_dr,waveform,12,24,24,24,True,105.40480810001434,49.216546989045895,-7.571049692025147,265.76384808834564,105.40480810001434,49.216546989045895,-7.571049692025147,265.76384808834564,101.294823434656,45.88640962474615,-8.440848685154489,259.66926300516764,0.00014455753310116393,0.0,0.0,0.0017346903972139671,4.1098401078252245,3.330137364299748,0.8697989931293416,7.363697613211226,8.19288891945607e-05,6.598206303829177e-05,1.7383473371210315e-05,0.0001468749085228551,4.465216032396514e-07,2.5306686250962206e-07,2.0844152294192843e-08,1.5782599121125487e-06,70.02501795465999,70.59478010995812,54.21788069935845,87.20083530207133,0.19307496892637158,0.1928601882064625,0.1906683869895536,0.19575570600740425,0.8655233694886403,0.7765758621999252,0.3037185343239873,1.319503193262221,0.0,0.0,0.0,0.0,7.227876655058196e-05,0.0,0.0,0.0008673451986069836,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.062387563541960844,0.061893387503005215,0.02194168750065728,0.11467579999953159,5.8518524064765424e-05,7.076656380011759e-05,8.881784197001252e-16,9.657787488626113e-05
ordinary,economic,12,24,24,24,True,106.1482729302494,50.452336129152584,-7.086413357538414,266.1332527626018,106.1482729302494,50.452336129152584,-7.086413357538414,266.1332527626018,101.64130033915448,46.77040704812585,-7.925172070941612,259.77036262548495,0.0,0.0,0.0,0.0,4.506972591094921,3.681929081026741,0.8387587134031974,9.001344374151136,8.977682581357603e-05,7.291930837316539e-05,1.6764239771900472e-05,0.00017971774195805858,6.043766805373491e-07,1.4617995500085974e-07,1.822416027245881e-08,2.5234397673865365e-06,60.14979397993889,59.2077025520413,45.863371562192675,80.7049439269532,0.45079143737262495,0.4646989079888084,0.2006828763779078,0.6194172073762522,0.9114702337919723,0.8193527714441977,0.3035280515411469,1.4849292389125122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.009278341668808329,0.009555768747304683,0.006945800010726089,0.01023503750548116,0.0,0.0,0.0,0.0
ordinary,full,12,24,24,24,True,105.47352821886084,49.2160316175947,-7.629125675740595,265.75728435290023,105.47352821886084,49.2160316175947,-7.629125675740595,265.75728435290023,101.34737125416865,45.886279968645276,-8.511290318287797,259.6627927115331,0.0,0.0,0.0,0.0,4.126156964692168,3.329751648949427,0.8821646425472017,7.359075152165717,8.229430875800589e-05,6.598903783304171e-05,1.763350164272577e-05,0.0001468749085228551,3.8138422639575033e-07,2.0132553324096548e-07,1.6318680363773883e-08,1.6217240793226245e-06,60.25441336362709,60.296511966216286,45.18113048029161,79.61548204327843,0.5179103537741195,0.5180592732058016,0.5167075736760489,0.5200807274834112,0.8673699786606991,0.7765758621999252,0.3037092373511293,1.319503193262221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.06119610624985702,0.06286096875373914,0.02239298749191221,0.10903152500395663,5.3296754195211044e-05,5.5021025663536116e-05,8.881784197001252e-16,9.756315746628497e-05
