setting,date,mode,total_cost_USD,Tj_RMSE_C,Tj_peak_C,DR_shortfall_kWh,battery_wear,converter_wear,thermal_exceedance_hours
battery_100,2017-07-01,scalar,-1.4967788834160463,0.2040128793211448,57.24116595201056,0.0,3.4292718443114546e-05,4.056708676091116e-09,0.0
battery_100,2017-07-01,waveform,-1.4615069765946056,0.19115842187027743,57.24301874339132,0.0,3.329452131088066e-05,4.0626740792412e-09,0.0
battery_100,2017-10-01,full,33.96112666858608,0.5183496565866892,64.23527690052748,0.0,0.0001385412884776,1.3857678126917358e-07,0.0
battery_100,2017-10-01,full_mean,33.96112666858608,0.05747295481664225,64.23527690052748,0.0,0.0001385412884776,1.3857678126917358e-07,0.0
battery_100,2017-10-01,scalar,33.96616456428081,0.4932973601225692,64.33969242901816,0.0,0.0001384101547007,1.4106170026885918e-07,0.0
battery_100,2017-10-01,waveform,33.96112666858608,0.1913246958546807,64.23527690052748,0.0,0.0001385412884776,1.3857678126917358e-07,0.0
battery_400,2017-01-01,full,245.2170227143264,0.5166330238248773,76.68135965302639,0.0,8.190776298213717e-05,2.1334687989513913e-06,0.0
battery_400,2017-01-01,full_mean,245.2170227143264,0.09856904652758411,76.68135965302639,0.0,8.190776298213717e-05,2.1334687989513913e-06,0.0
battery_400,2017-01-01,scalar,245.2272179070705,1.0313974397113819,76.53602854549392,0.0,8.176700146805133e-05,2.109895369516576e-06,0.0
battery_400,2017-01-01,waveform,245.2170227143264,0.21014542387775836,76.68135965302639,0.0,8.190776298213717e-05,2.1334687989513913e-06,0.0
battery_400,2017-04-01,full,17.948845089259926,0.5185705891300345,78.26964946051251,0.0,1.6713303902742615e-05,8.288166717287242e-07,0.0
battery_400,2017-04-01,full_mean,17.949223949328626,0.059485856017322994,78.26799239105785,0.0,1.6712836201936902e-05,8.287600814699384e-07,0.0
battery_400,2017-04-01,scalar,17.87756330303774,0.29888619291119223,78.62387225111024,0.0,1.680915972060788e-05,8.458924475040687e-07,0.0
battery_400,2017-04-01,waveform,17.94886722812359,0.19173315996793705,78.26956005212801,0.0,1.6713278611388183e-05,8.288142406834503e-07,0.0
battery_400,2017-07-01,full,14.770321718263073,0.5177713385457439,101.07043081503477,0.0,3.1952841176989915e-05,4.55513226628414e-06,0.0
battery_400,2017-07-01,full_mean,14.770324546391404,0.07531159946499474,101.07111639726119,0.0,3.1952841176989915e-05,4.555436697987291e-06,0.0
battery_400,2017-07-01,scalar,14.870897351100243,0.9451274057716861,106.9632762897865,0.0,3.194364211306833e-05,8.024872302993655e-06,0.0
