date,mode,regime,seed,overrides,operating_cost_USD,DR_cost_USD,battery_wear,converter_wear,wear_cost_USD,terminal_correction_USD,total_cost_USD,energy_adjusted_cost_USD,terminal_SOC,terminal_SOC_error,trip,thermal_exceedance_hours,DR_shortfall_kWh,Tj_RMSE_C,Tj_peak_C,FEC,solver_p95_seconds,max_rainflow_gap_USD,solver_status_counts,numerical_gate,terminal_service_met,elapsed_seconds,cooling,solver_fallback_intervals,cut_limit_intervals,latched_trip_intervals
2017-10-01,economic,heatwave_dr,41,{'cooling': 1.0},27.886063374154993,0.0,6.312489908359001e-05,3.2401607988049153e-06,3.253449778143648,0.0,31.13951315229864,31.13951315229864,0.5,0.0,0,0.0,0.0,0.4978228918512744,88.11539190225012,0.7162948435697123,0.006805674987845123,0.0,{'optimal': 96},PASS,True,0.5921613999817055,1.0,0,0,0
2017-10-01,full,heatwave_dr,41,{'cooling': 1.0},28.522230746363352,0.0,5.8551837918724175e-05,4.910276379723168e-07,2.9423227250753783,0.0,31.46455347143873,31.46455347143873,0.5,0.0,0,0.0,0.0,0.5169804274151962,71.54911204473956,0.69401342243839,0.05455567500030156,8.828501320756743e-05,{'optimal': 96},PASS,True,2.2075835000141524,1.0,0,0,0
2017-10-01,full_mean,heatwave_dr,41,{'cooling': 1.0},28.522231612553238,0.0,5.8551857739114085e-05,4.910564454396811e-07,2.9423245803188944,0.0,31.46455619287213,31.46455619287213,0.5,0.0,0,0.0,0.0,0.06312341088675064,71.54957725519479,0.6940134224383899,0.041538475008565,8.827984065762351e-05,{'optimal': 96},PASS,True,2.047245399997337,1.0,0,0,0
2017-10-01,rainflow,heatwave_dr,41,{'cooling': 1.0},28.522430884418576,0.0,5.8588832820493905e-05,5.326832488123169e-07,2.945422138489065,0.0,31.46785302290764,31.46785302290764,0.5,0.0,0,0.0,0.0,0.49551095103959614,72.15386761794853,0.6939716431349797,0.034392850000585895,8.185221479894977e-05,{'optimal': 96},PASS,True,1.6318018999882042,1.0,0,0,0
2017-10-01,scalar,heatwave_dr,41,{'cooling': 1.0},28.52091123731293,0.0,5.856272659171909e-05,4.914988407511031e-07,2.9428812948084873,0.0,31.463792532121417,31.463792532121417,0.5,0.0,0,0.0,0.0,0.49568015622231354,71.54161041247283,0.6939711619265421,0.04286034999677213,9.187151529399529e-05,{'optimal': 96},PASS,True,1.9429294999863487,1.0,0,0,0
2017-10-01,waveform,heatwave_dr,41,{'cooling': 1.0},28.522224895275663,0.0,5.855170402416686e-05,4.90833077591827e-07,2.942310193536098,0.0,31.46453508881176,31.46453508881176,0.5,0.0,0,0.0,0.0,0.18401902504627013,71.54596943405227,0.69401342243839,0.04087382498983061,8.831996001967823e-05,{'optimal': 96},PASS,True,2.0906354000035208,1.0,0,0,0
2017-01-01,economic,heatwave_dr,41,{'cooling': 1.2},247.7636433960956,0.0,0.00013235435481994285,1.9544811256764948e-07,6.623581184374172,0.0,254.38722458046976,254.38722458046976,0.5,0.0,0,0.0,0.0,1.7560341272219984,64.21228390141316,1.2333624256210467,0.00957425001251977,0.0,{'optimal': 96},PASS,True,0.6978832999884617,1.2,0,0,0
2017-01-01,full,heatwave_dr,41,{'cooling': 1.2},247.65864155139693,0.0014728148061884383,0.00012723289623068937,2.0767249510679162e-07,6.367874986387672,0.0,254.0279893525908,254.0279893525908,0.5,0.0,0,0.0,0.0007364074030942191,0.7604440868608395,63.60862668557262,1.2000000000000002,0.020881799995549954,6.8986616303945425e-06,{'optimal': 96},PASS,True,1.5185772999830078,1.2,0,0,0
2017-01-01,full_mean,heatwave_dr,41,{'cooling': 1.2},247.65864155139693,0.0014728148061884383,0.00012723289623068937,2.0767249510679162e-07,6.367874986387672,0.0,254.0279893525908,254.0279893525908,0.5,0.0,0,0.0,0.0007364074030942191,0.9679073937479938,63.60862668557262,1.2000000000000002,0.021829624987731222,6.8986616303945425e-06,{'optimal': 96},PASS,True,1.8072484000003897,1.2,0,0,0
2017-01-01,rainflow,heatwave_dr,41,{'cooling': 1.2},247.65168078625663,0.0,0.00012723296139602628,1.9119336651288532e-07,6.367383870796701,0.0,254.01906465705332,254.01906465705332,0.5,0.0,0,0.0,0.0,1.7229573778487024,64.19879160345488,1.200000436794151,0.01901874999748543,5.6791766147590295e-05,{'optimal': 96},PASS,True,1.5347584999981336,1.2,0,0,0
2017-01-01,scalar,heatwave_dr,41,{'cooling': 1.2},247.65967128435693,0.006053508465146962,0.00012723289623068937,2.0380827275218307e-07,6.3677590597170335,0.0,254.03348385253912,254.03348385253912,0.5,0.0,0,0.0,0.003026754232573481,1.65738386087042,63.48285081243963,1.2,0.0204399999929592,7.442217309971966e-06,{'optimal': 96},PASS,True,1.5856382999918424,1.2,0,0,0
2017-01-01,waveform,heatwave_dr,41,{'cooling': 1.2},247.65864155139693,0.0014728148061884383,0.00012723289623068937,2.0767249510679162e-07,6.367874986387672,0.0,254.0279893525908,254.0279893525908,0.5,0.0,0,0.0,0.0007364074030942191,1.306281706704985,63.60862668557262,1.2000000000000002,0.02016399999411078,6.8986616303945425e-06,{'optimal': 96},PASS,True,1.411422000004677,1.2,0,0,0
2017-04-01,economic,heatwave_dr,41,{'cooling': 1.2},16.916990599966176,0.0,5.697731858514214e-05,2.7986682771882903e-06,2.932825977572756,0.0,19.84981657753893,19.84981657753893,0.5,0.0,0,0.0,0.0,1.1332522508725218,86.20217494675725,0.7034142013642575,0.00924085000588093,0.0,{'optimal': 96},PASS,True,0.675800099998014,1.2,0,0,0
